ticker,trade_date,open,high,low,close,volume,daily_return,volatility_10d
JPM,2025-07-22 00:00:00-04:00,286.0280742772089,288.11809552877634,283.75161723688194,285.9593811035156,6717500,,
JPM,2025-07-23 00:00:00-04:00,287.34287268108,291.41496386649595,287.05830810847374,291.1893005371094,7083500,0.01828902906913399,
JPM,2025-07-24 00:00:00-04:00,291.8369396401929,293.96618832212596,290.6398398939318,290.9832458496094,7001200,-0.0007076313831584358,
JPM,2025-07-25 00:00:00-04:00,291.13049296035166,293.2891775825394,290.40436354527543,293.0144348144531,5918500,0.006980432701247485,
JPM,2025-07-28 00:00:00-04:00,292.0724293571669,293.8091927274499,291.2482011503524,292.6807861328125,5840400,-0.0011386766042836838,
JPM,2025-07-29 00:00:00-04:00,294.36850837533046,295.63430134586406,290.63985258046154,291.4640808105469,7635700,-0.004157106923013076,
JPM,2025-07-30 00:00:00-04:00,291.83695632333047,294.9670472888904,291.79769880383014,294.0054626464844,8061700,0.008719365449320726,
JPM,2025-07-31 00:00:00-04:00,293.5246633224064,295.33011989507037,289.9529777509294,290.6790771484375,14749700,-0.011314026168440794,
JPM,2025-08-01 00:00:00-04:00,284.9487439683445,286.32245784834123,278.9043729516421,283.9380798339844,12007100,-0.02319051436581654,
JPM,2025-08-04 00:00:00-04:00,284.81135364584816,288.79513839592664,284.81135364584816,288.73626708984375,6649500,0.01689870995346876,
JPM,2025-08-05 00:00:00-04:00,289.1581672885365,290.23752439689997,281.8480045472989,285.9004821777344,7182300,-0.009821367231387601,0.013021874161553829
JPM,2025-08-06 00:00:00-04:00,286.81300825463615,287.7844445938785,284.7131953506969,285.880859375,6330200,-6.863508093757353e-05,0.011352866041197113
JPM,2025-08-07 00:00:00-04:00,287.4410196836242,287.9512476179058,281.0336001027858,281.55364990234375,8057100,-0.015136408509882404,0.012094141865687351
JPM,2025-08-08 00:00:00-04:00,283.55541003235584,285.7631740586469,279.36554536006525,283.33953857421875,6634100,0.006342978229884277,0.01203592723225487
JPM,2025-08-11 00:00:00-04:00,283.9674810703858,285.8514526951056,283.3591242790355,284.1244812011719,5510100,0.0027703250697130866,0.012176098567095957
JPM,2025-08-12 00:00:00-04:00,286.02808831162713,289.2170807199043,284.88985973561466,287.3527526855469,8570900,0.011362172913530921,0.012961165843578207
JPM,2025-08-13 00:00:00-04:00,288.43207746741234,289.0207905053278,281.769528771024,285.0762634277344,8420400,-0.00792228101710124,0.01258854440444604
JPM,2025-08-14 00:00:00-04:00,285.1253385944976,288.67741059714604,284.20301143696577,288.6381530761719,6322400,0.012494514996126416,0.013084731337521572
JPM,2025-08-15 00:00:00-04:00,289.30539816837313,289.9530125511936,284.37964203474183,285.03704833984375,7340500,-0.012476191030011852,0.011356370238223504
JPM,2025-08-18 00:00:00-04:00,284.55624732082714,286.42057536605495,282.9960976961236,286.0575256347656,5386900,0.003580156687930547,0.009899798475654052
JPM,2025-08-19 00:00:00-04:00,285.3706494849781,286.9897003409671,284.0950645111781,285.203857421875,6031500,-0.0029842536426766264,0.009439641625903794
JPM,2025-08-20 00:00:00-04:00,285.35100110061984,287.8236856501562,281.8774445149503,286.754150390625,7374200,0.0054357363282671045,0.009607389397990962
JPM,2025-08-21 00:00:00-04:00,286.45983579537915,287.27424223237057,284.0362003285711,285.9986572265625,6624000,-0.0026346372425066766,0.008057090035548073
JPM,2025-08-22 00:00:00-04:00,287.6961645212777,291.5818204071259,284.6837862966605,290.6790771484375,8552800,0.016365181456664102,0.009248325259652794
JPM,2025-08-25 00:00:00-04:00,290.67910031440016,291.76827944217837,288.61854456863614,289.3642578125,5856300,-0.004523267889921301,0.009517016547192933
JPM,2025-08-26 00:00:00-04:00,288.63814183000835,293.13215460321874,287.99052751038425,292.9653625488281,6714700,0.012444884394331668,0.00964234102333418
JPM,2025-08-27 00:00:00-04:00,291.6701254801894,295.41842494390727,291.46407591230917,293.6620178222656,6056500,0.0023779441616460506,0.008995726851470631
JPM,2025-08-28 00:00:00-04:00,294.38811877937053,295.5852185641284,293.0929201153854,295.4184265136719,6410500,0.00598105503882107,0.008451893782371859
JPM,2025-08-29 00:00:00-04:00,296.37022814205386,297.2631495608047,294.10359298088383,295.7618713378906,6796400,0.0011625707586078171,0.0067141753126708165
JPM,2025-09-02 00:00:00-04:00,294.62364321253557,294.8198709218748,288.9717581566039,294.07415771484375,7221900,-0.005706325887824715,0.007348042163048
JPM,2025-09-03 00:00:00-04:00,294.9278255320024,294.9278255320024,290.8164761661132,293.8877258300781,6316900,-0.000633962148236078,0.007178391642101427
JPM,2025-09-04 00:00:00-04:00,294.36852159403367,298.7153562428407,292.68080753910596,298.1168212890625,6605800,0.01439017382246699,0.008021268554535985
JPM,2025-09-05 00:00:00-04:00,297.9500113286781,299.42185399614533,288.7853412459479,288.8540344238281,9837700,-0.03107099701781979,0.013661564102183691
JPM,2025-09-08 00:00:00-04:00,289.3544641521949,290.8949700189617,285.9692141135519,287.41162109375,8188500,-0.004993571694282495,0.012637345161424784
JPM,2025-09-09 00:00:00-04:00,287.1074315912692,293.3872872696363,286.8228669749493,292.2588806152344,7848200,0.01686521756857995,0.01374680962762265
JPM,2025-09-10 00:00:00-04:00,291.13046319713106,295.8796048140829,289.8548483762926,294.89837646484375,7787300,0.009031362345783833,0.0134729478976924
JPM,2025-09-11 00:00:00-04:00,295.5852436958139,299.9909797241969,295.1437088676121,299.82415771484375,7942500,0.016703317627749792,0.014396357596954817
JPM,2025-09-12 00:00:00-04:00,299.27465392414524,301.7767742987404,297.9990690164523,301.1488037109375,6846700,0.0044180762690697595,0.014358854953050402
JPM,2025-09-15 00:00:00-04:00,301.40393449781925,304.13174819496044,301.40393449781925,303.1014404296875,7122000,0.006483959739133738,0.014422154278667757
JPM,2025-09-16 00:00:00-04:00,304.1807788708881,305.06387836899023,301.3646583866889,303.385986328125,10525600,0.0009387810827758969,0.014150057381509392
JPM,2025-09-17 00:00:00-04:00,304.563492987762,307.03617773944126,302.973877849489,305.89794921875,8657800,0.008279759131353481,0.01416153004810689
JPM,2025-09-18 00:00:00-04:00,305.9372178866198,307.556238792954,303.7981171700278,307.3501892089844,8050700,0.004747465597410239,0.01370426785499006
JPM,2025-09-19 00:00:00-04:00,307.7132209495945,309.8719053836384,303.31730709863126,308.8710632324219,23568600,0.004948342564394359,0.0066112432747323325
JPM,2025-09-22 00:00:00-04:00,303.9845245259009,307.8113389670314,303.74903930910966,306.5749816894531,7520200,-0.007433786509294937,0.007118145644758933
JPM,2025-09-23 00:00:00-04:00,305.9666409066948,310.37234675445063,304.74989735202223,306.8693542480469,8584400,0.0009601975900692672,0.006270840844529658
JPM,2025-09-24 00:00:00-04:00,308.15476983779797,310.63727651453155,305.81947137817144,307.53662109375,7310500,0.0021744329841544285,0.006143434304625065
JPM,2025-09-25 00:00:00-04:00,308.22347685107957,309.7247551863121,305.947019653492,307.5660705566406,7083200,9.575920677629135e-05,0.004388613460941373
JPM,2025-09-26 00:00:00-04:00,308.988785738579,311.8441636854759,307.8113297451866,310.12701416015625,7258100,0.008326482823286518,0.004732881590279182
JPM,2025-09-29 00:00:00-04:00,311.10828573544467,312.0404647281687,307.7721150397051,309.7640075683594,6462400,-0.0011705094210510136,0.00471716607758165
JPM,2025-09-30 00:00:00-04:00,310.31346452838187,311.45169300349573,304.28870810842403,309.50885009765625,11823300,-0.0008237156818382552,0.0048011519136381
JPM,2025-10-01 00:00:00-04:00,308.07628613361976,308.68464295873514,301.6394301376976,304.8774719238281,9235200,-0.014963637299440169,0.006685382552025088
JPM,2025-10-02 00:00:00-04:00,304.1808160870063,304.73030161726365,300.39328868596704,301.77679443359375,7600000,-0.01017024141097922,0.007083042346193512
JPM,2025-10-03 00:00:00-04:00,302.718779227698,305.80964265751953,302.4243927447969,304.2102355957031,6029900,0.008063712011643354,0.007471002069581799
JPM,2025-10-06 00:00:00-04:00,305.83713416223014,307.38515966997034,300.857851711314,304.85113525390625,7214500,0.0021067655956681364,0.007233621917422714
JPM,2025-10-07 00:00:00-04:00,305.01875022701944,305.66951307877287,300.43386159315816,303.3819885253906,8454200,-0.004819226693356438,0.0073306640376818565
JPM,2025-10-08 00:00:00-04:00,303.8946917756213,304.4567183318842,299.2999336047902,299.7732238769531,6489900,-0.01189511831594936,0.007952345240449136
JPM,2025-10-09 00:00:00-04:00,300.77893750215213,303.7270945284432,299.1422058887319,301.2522277832031,7060300,0.004933742537515995,0.008270306621484839
JPM,2025-10-10 00:00:00-04:00,301.3804193716138,306.1230715472904,296.5983188157025,296.6772155761719,8597400,-0.015186650205699648,0.008337400415358296
